subscribed,predicted_subscribed,predicted_probability,marital,age_group
0,0,0.2065224296351305,single,50-59
0,0,0.19348690238892144,married,30-39
0,0,0.20074329851046738,married,30-39
0,0,0.18335587236183612,married,30-39
0,0,0.18258860471512048,married,40-49
0,0,0.17785254850730295,married,30-39
0,0,0.1884765749495452,divorced,40-49
0,0,0.18194229441925167,single,40-49
1,0,0.2044390866974427,divorced,30-39
0,0,0.15526550720617124,married,50-59
0,0,0.17667578911826323,married,30-39
0,0,0.16316663879125073,single,Under 30
0,0,0.17611202255034766,married,40-49
0,0,0.19402202008725022,single,Under 30
0,0,0.23363079307276116,married,30-39
0,0,0.18296108240666686,single,40-49
0,0,0.18862096164627734,married,40-49
0,0,0.24206865015510912,married,Under 30
0,0,0.14553428508472296,married,40-49
0,0,0.23936984075151363,married,50-59
0,0,0.16631148391813036,married,50-59
0,0,0.1493903478335732,married,40-49
0,0,0.1818362214018274,married,40-49
0,0,0.22730825997379808,divorced,50-59
0,0,0.13815993848473218,married,40-49
0,0,0.2135455638576315,married,30-39
0,0,0.22609228332128253,married,50-59
0,0,0.16768887948825545,married,30-39
0,0,0.22742145899636562,divorced,50-59
0,0,0.16986290472662985,married,50-59
0,0,0.2470795427513428,married,30-39
0,0,0.17912356941145902,single,30-39
0,0,0.19820656059706762,single,50-59
0,0,0.1761801908280967,married,40-49
0,0,0.2314172342483597,married,40-49
0,0,0.21142946160911882,married,30-39
0,0,0.23339732147237127,single,40-49
0,0,0.1948493555232458,married,Under 30
0,0,0.26600146790166046,single,30-39
0,0,0.24086056984366372,divorced,40-49
0,0,0.2021069942003361,married,50-59
0,0,0.18819124091665562,married,40-49
0,0,0.18965842113711995,married,40-49
0,0,0.17591709059781793,married,40-49
0,0,0.23466263894574363,married,40-49
0,0,0.31275902121240545,married,50-59
0,0,0.2090515659684898,married,30-39
0,0,0.18776214549530887,married,40-49
0,0,0.15747946555556383,married,50-59
0,0,0.23352079175010412,single,40-49
0,0,0.2065786227313937,married,30-39
1,0,0.25734246832607516,single,30-39
0,0,0.14734260375366764,married,40-49
0,0,0.19982790707678869,married,50-59
0,0,0.1862850930617048,single,50-59
0,0,0.2447564465429705,married,40-49
0,0,0.17055547865474296,married,30-39
0,0,0.2100860587329784,single,Under 30
0,0,0.19982790707678869,married,50-59
0,0,0.19495552191612825,married,40-49
0,0,0.21252705430037222,married,30-39
0,0,0.21835583300641087,married,40-49
0,0,0.21631438577305284,married,30-39
1,0,0.20994159392066628,single,30-39
0,0,0.25587271119180893,single,30-39
0,0,0.21041636649168127,married,40-49
0,0,0.18031886246426504,married,50-59
1,0,0.19283462709225144,married,40-49
0,0,0.24358766504353602,divorced,40-49
0,0,0.20533181231107986,married,Under 30
0,0,0.240182066537565,married,40-49
0,0,0.2264650657225847,married,40-49
0,0,0.21829338787795016,married,30-39
0,0,0.23265284116243534,married,50-59
0,0,0.1701704214149801,married,40-49
0,0,0.16610667642746765,married,40-49
0,0,0.2363767622277641,married,30-39
0,0,0.16610667642746765,married,40-49
0,0,0.18990940275666923,single,30-39
0,0,0.2265436050837849,married,40-49
0,0,0.21614373139948945,married,30-39
0,0,0.2021440496071308,divorced,30-39
0,0,0.16558637474842183,married,50-59
0,0,0.2242463480216724,married,50-59
0,0,0.2342991498700284,married,40-49
0,0,0.14902126614038833,married,40-49
0,0,0.2331696085850652,married,40-49
0,0,0.2162051681390668,married,30-39
0,0,0.22203037691767336,married,50-59
0,0,0.20794128548903612,married,30-39
0,0,0.24168629856135687,divorced,40-49
0,0,0.17104740942443264,married,30-39
0,0,0.20025508216904456,married,30-39
1,0,0.16489287845711378,married,50-59
0,0,0.23115993922677508,single,30-39
0,0,0.16653389849729736,married,30-39
0,0,0.17161779038419508,married,50-59
0,0,0.21576869699642434,married,40-49
0,0,0.193077405204426,married,50-59
0,0,0.21222625726316538,married,40-49
0,0,0.21237517126962113,married,40-49
0,0,0.19394030821287214,married,30-39
0,0,0.18357998282475688,married,40-49
0,0,0.18997532255608043,married,30-39
0,0,0.21806524522524565,divorced,30-39
0,0,0.2330322454460109,married,40-49
0,0,0.23340012160077275,married,30-39
0,0,0.1763268732698277,married,30-39
0,0,0.1901695139018262,married,40-49
0,0,0.2192369606089436,married,30-39
0,0,0.2015720553070179,married,30-39
0,0,0.1708647521651708,married,40-49
0,0,0.18034313298018592,married,30-39
0,0,0.20558861220906102,married,30-39
0,0,0.23453158617869313,single,Under 30
0,0,0.21164441406719986,married,Under 30
0,0,0.1962774514119533,married,50-59
0,0,0.23501242090435825,married,30-39
0,0,0.22592374912183943,single,30-39
0,0,0.1918743146819728,divorced,40-49
0,0,0.22558013466697469,single,30-39
0,0,0.2251524074435143,married,40-49
0,0,0.2189062383924286,married,30-39
0,0,0.2319625735577469,single,Under 30
0,0,0.18135738165368184,married,40-49
0,0,0.2066189626830159,married,30-39
0,0,0.1700794456825124,married,50-59
0,0,0.20598588756266328,married,40-49
0,0,0.20168816602331852,divorced,30-39
0,0,0.23415169630815935,married,40-49
0,0,0.19893928608678113,married,50-59
0,0,0.2361686844818985,divorced,40-49
0,0,0.2201206425101554,married,Under 30
0,0,0.20607787483773005,married,40-49
0,0,0.18332171441435374,divorced,40-49
0,0,0.2412142175778711,divorced,40-49
0,0,0.22748904799471523,married,30-39
0,0,0.20080952438474256,married,40-49
0,0,0.23282413622823583,married,40-49
0,0,0.1876574322710584,divorced,50-59
0,0,0.1823665457588106,married,40-49
0,0,0.22569844606974404,single,30-39
0,0,0.16719636725461287,divorced,30-39
0,0,0.2265436050837849,married,40-49
0,0,0.25362011096978204,single,30-39
0,0,0.21631438577305284,married,30-39
0,0,0.18135738165368184,married,40-49
0,0,0.1950112326917763,divorced,30-39
0,0,0.19171218566333378,married,40-49
0,0,0.17150473052717422,married,30-39
0,0,0.17040626497713515,married,50-59
1,0,0.2206605354576406,single,30-39
0,0,0.24161535583182353,married,30-39
0,0,0.20535206124329586,married,40-49
0,0,0.2360376686489844,married,30-39
0,0,0.1935605130363373,married,50-59
0,0,0.2117977174707183,married,40-49
0,0,0.16601298049098875,married,Under 30
0,0,0.218240644941601,married,30-39
0,0,0.1946816593285779,married,50-59
0,0,0.2584729584937752,single,30-39
0,0,0.2973539962096747,divorced,50-59
0,0,0.2616484482469928,married,40-49
0,0,0.22057963150438645,married,40-49
0,0,0.24583557252015661,single,40-49
0,0,0.22740247173138065,married,50-59
0,0,0.19972274815425947,married,40-49
0,0,0.2189511430878617,single,30-39
0,0,0.200010593443721,married,40-49
0,0,0.1617505902229419,divorced,50-59
0,0,0.21235208081751183,married,50-59
0,0,0.23001404334331968,divorced,30-39
0,0,0.1963791245992557,married,50-59
0,0,0.31301345183249063,married,50-59
0,0,0.2065186555167588,married,40-49
0,0,0.23476188450547175,married,40-49
0,0,0.23916202922473961,single,30-39
0,0,0.25446113016672134,single,30-39
0,0,0.2610126158497068,single,40-49
0,0,0.195882410952169,married,40-49
0,0,0.19238048953997694,divorced,50-59
0,0,0.18167520608862286,married,50-59
0,0,0.1643235116298324,married,40-49
0,0,0.21202674409719005,married,30-39
0,0,0.21826718573821952,single,30-39
0,0,0.2267943052340028,married,50-59
0,0,0.22693958292857427,single,Under 30
0,0,0.1974349132853471,married,30-39
0,0,0.23312194206040165,married,50-59
0,0,0.2008721368829907,married,40-49
0,0,0.17139379055158632,married,40-49
0,0,0.21385663171920552,single,60+
0,0,0.2043025347294481,married,50-59
0,0,0.1842695315000951,married,40-49
0,0,0.19475697833324715,married,40-49
0,0,0.17098904288516573,married,30-39
0,0,0.1832760168421643,married,40-49
0,0,0.21065204987510483,single,30-39
0,0,0.15684974865714418,divorced,30-39
0,0,0.19116049514275088,married,40-49
0,0,0.17571395950776156,married,40-49
0,0,0.19015572932797717,single,40-49
0,0,0.20725879487306056,married,40-49
0,0,0.2344365818726641,single,30-39
0,0,0.2209716531869126,married,40-49
0,0,0.20148228297646859,divorced,50-59
0,0,0.21181150766131404,married,30-39
0,0,0.17357613898567553,married,40-49
0,0,0.13026741492984448,married,40-49
0,0,0.15886132233884856,married,50-59
0,0,0.22678856027792219,married,40-49
0,0,0.2090468707682527,divorced,30-39
0,0,0.20800089146622552,married,30-39
0,0,0.1351749477065454,married,40-49
0,0,0.19198128612291074,married,Under 30
0,0,0.20626195121259844,married,30-39
0,0,0.17353925046657975,single,30-39
0,0,0.15241235998579133,married,40-49
0,0,0.24022453346865094,married,30-39
0,0,0.22604499818345472,married,40-49
0,0,0.23796802273557577,married,60+
0,0,0.2548280438765742,single,Under 30
0,0,0.17648730204031693,divorced,40-49
0,0,0.15146130165322677,married,30-39
0,0,0.21089888109263388,married,50-59
0,0,0.24719943788107965,married,30-39
0,0,0.2692275479361405,married,40-49
0,0,0.2363735426121222,married,40-49
0,0,0.23420816481237133,married,30-39
0,0,0.20669929494254288,married,40-49
0,0,0.17483446530791322,married,40-49
0,0,0.18846778808230594,married,30-39
0,0,0.22859832277064604,married,50-59
0,0,0.20022722525442962,married,40-49
0,0,0.2481899211214981,married,30-39
0,0,0.17581764424127824,married,40-49
0,0,0.2406100119512511,married,40-49
0,0,0.30305762556954485,married,50-59
0,0,0.2017550772435856,divorced,40-49
0,0,0.17222081960860983,married,40-49
0,0,0.2964182456509454,married,50-59
0,0,0.19140626478650222,married,40-49
0,0,0.2070014105769107,married,30-39
0,0,0.20955141726261434,divorced,30-39
0,0,0.24541784725988827,married,30-39
0,0,0.22573253381554198,married,50-59
0,0,0.23438288346569264,married,30-39
0,0,0.20825920834305472,married,30-39
0,0,0.2606328468172894,single,30-39
0,0,0.17115373442824472,married,30-39
0,0,0.22382762565605255,divorced,30-39
0,0,0.19978555582019858,married,30-39
0,0,0.2067068369114058,married,30-39
0,0,0.20651266962076495,single,Under 30
0,0,0.19220538453723757,married,30-39
0,0,0.20991982635587003,married,40-49
0,0,0.23407306036899328,single,30-39
0,0,0.16154074171401492,married,40-49
0,0,0.21452116517935735,married,Under 30
0,0,0.233861622972711,married,30-39
0,0,0.23602478430409526,married,40-49
0,0,0.22626109115540607,married,40-49
0,0,0.20318531920239877,divorced,Under 30
0,0,0.19571611856374338,married,40-49
0,0,0.30180662651898055,single,50-59
0,0,0.17191092475656844,married,40-49
0,0,0.21318360796124555,married,50-59
0,0,0.2661742088166435,married,50-59
0,0,0.22824173075291052,married,30-39
0,0,0.252675723870747,single,40-49
0,0,0.20989870042166103,married,40-49
0,0,0.20539899715586243,married,30-39
0,0,0.25801578431307015,married,40-49
0,0,0.1942780106829976,married,Under 30
0,0,0.22366683828543396,single,40-49
0,0,0.21975386411981448,married,30-39
1,0,0.24208511693830007,married,50-59
0,0,0.2194576416436829,married,30-39
0,0,0.2024169568735555,divorced,40-49
0,0,0.1561352605421102,married,40-49
0,0,0.23144409593948598,married,30-39
0,0,0.20110622268760742,married,50-59
1,0,0.21831241596688683,single,30-39
0,0,0.22681030806894958,married,40-49
0,0,0.16815827595470867,married,40-49
0,0,0.21175042681093545,married,40-49
0,0,0.22870015455355658,married,30-39
0,0,0.18475514799311116,single,30-39
0,0,0.13839228026987926,married,40-49
0,0,0.2220301337660474,married,30-39
0,0,0.17329128588203527,married,Under 30
0,0,0.2669051540834215,married,50-59
0,0,0.20235500816601226,married,30-39
0,0,0.20925246694524502,divorced,30-39
0,0,0.19753371133335187,married,50-59
0,0,0.19028918918605792,married,30-39
0,0,0.16382709473158177,married,50-59
0,0,0.2521454360123394,single,50-59
0,0,0.1959905522381393,married,40-49
0,0,0.2121628037963133,married,40-49
0,0,0.23899627893472328,divorced,50-59
0,0,0.2290316261070238,married,40-49
0,0,0.11398587160287625,married,30-39
0,0,0.2042819546174621,married,Under 30
0,0,0.20994335429823016,married,30-39
0,0,0.22767131822392844,single,40-49
0,0,0.15533862404173543,married,30-39
0,0,0.19874444364946076,married,30-39
0,0,0.13976706632358532,divorced,50-59
0,0,0.18479837821272285,single,Under 30
0,0,0.15164654949334086,married,40-49
0,0,0.2060307365679426,married,Under 30
0,0,0.2063840272082416,married,30-39
0,0,0.22790138976843624,married,30-39
0,0,0.20312476260732337,married,30-39
0,0,0.19380553802710795,divorced,30-39
0,0,0.21084492149880962,married,40-49
0,0,0.18350533401963376,married,50-59
0,0,0.20395455573194957,married,30-39
1,0,0.17867885303915207,married,Under 30
0,0,0.23221581591841603,married,50-59
0,0,0.1764618615927475,married,30-39
0,0,0.22275791413180532,married,Under 30
0,0,0.20029295260594748,married,50-59
0,0,0.191647030955862,married,Under 30
0,0,0.1772388003921129,married,50-59
0,0,0.16498163139681227,married,50-59
0,0,0.13294533574667028,married,50-59
0,0,0.2093272366537926,married,40-49
0,0,0.22597298065806876,married,30-39
0,0,0.17896065392005,married,40-49
0,0,0.2040351595268569,married,40-49
0,0,0.23777585355672345,married,40-49
0,0,0.22242339361662966,married,30-39
0,0,0.1766663489986869,married,30-39
0,0,0.2337779926206085,divorced,50-59
0,0,0.20826271816320263,married,50-59
0,0,0.2502458872540551,single,Under 30
0,0,0.22982670171799022,single,30-39
0,0,0.29183676895752125,married,Under 30
0,0,0.20577298982896036,married,30-39
0,0,0.1529348588226628,married,40-49
0,0,0.17967850952178308,single,30-39
0,0,0.23021025309417553,married,30-39
0,0,0.2378247440758948,single,Under 30
0,0,0.19851578629862568,married,60+
0,0,0.18891825564167825,single,30-39
0,0,0.2140495797041116,married,40-49
0,0,0.18836797951528522,married,30-39
0,0,0.1712542169319883,married,50-59
0,0,0.2113184267190383,single,Under 30
0,0,0.2297932765531997,divorced,30-39
0,0,0.21714631497261902,single,Under 30
0,0,0.20221299887983632,married,50-59
0,0,0.1558317372373492,married,40-49
0,0,0.19989215078310213,married,50-59
0,0,0.23468551698980122,married,40-49
0,0,0.23243773441706178,married,30-39
0,0,0.2033764489372045,married,Under 30
0,0,0.2278879928495783,single,30-39
0,0,0.1770251020941989,divorced,30-39
0,0,0.2030394164770202,married,30-39
0,0,0.2065111523171549,married,Under 30
0,0,0.23659367598394876,married,30-39
0,0,0.23442685041329428,divorced,50-59
0,0,0.2146554033263963,married,40-49
0,0,0.20288290089410266,single,40-49
0,0,0.2428004722378061,married,50-59
0,0,0.197897951802486,married,30-39
0,0,0.207894757828582,married,30-39
0,0,0.2126308177991416,single,Under 30
0,0,0.1567357002842585,married,40-49
0,0,0.15644020513863746,married,40-49
0,0,0.2217554290728372,married,30-39
0,0,0.20736468883629963,married,30-39
0,0,0.23185277910104843,single,30-39
0,0,0.16119193088183478,married,40-49
0,0,0.20736468883629963,married,30-39
0,0,0.2481893537570297,single,Under 30
0,0,0.2295391463254648,single,Under 30
0,0,0.2054572334927905,married,30-39
0,0,0.21347643021070833,married,30-39
0,0,0.22242007270561537,single,30-39
0,0,0.16665567208032303,married,30-39
0,0,0.14912791126845504,married,40-49
0,0,0.17819250905242887,married,Under 30
0,0,0.18409853781838276,married,30-39
0,0,0.22275458965701797,single,Under 30
0,0,0.18344645988758904,married,50-59
0,0,0.18876320486606563,married,40-49
0,0,0.17366771668583508,married,30-39
0,0,0.1635094631666868,divorced,50-59
0,0,0.22690891537400387,married,40-49
0,0,0.16583722255607553,married,40-49
0,0,0.19068516118863496,married,40-49
0,0,0.24908234138536064,single,30-39
0,0,0.12587193431223512,married,50-59
0,0,0.1392117619323879,married,40-49
0,0,0.2152839328320642,married,40-49
0,0,0.17758077487752683,divorced,50-59
0,0,0.1800955134817717,divorced,40-49
0,0,0.2220457170656331,single,40-49
0,0,0.21065646202206362,divorced,40-49
0,0,0.17053188527979343,married,50-59
0,0,0.13512707163518256,married,30-39
0,0,0.21252295564786314,single,Under 30
1,0,0.2096473712634079,married,40-49
0,0,0.13132383178117496,married,30-39
0,0,0.21065646202206362,divorced,40-49
0,0,0.20428236268243044,married,30-39
0,0,0.1743751775096838,single,30-39
0,0,0.20269179103833743,married,40-49
0,0,0.31209426413485813,married,50-59
0,0,0.18919738009625467,married,30-39
0,0,0.1758660595348638,married,50-59
0,0,0.23089442276900424,divorced,30-39
0,0,0.21203174190430862,single,40-49
0,0,0.2679102226971891,divorced,50-59
0,0,0.22100386206156622,married,40-49
0,0,0.21248039425663953,divorced,30-39
1,0,0.21057734458550006,married,50-59
0,0,0.21248039425663953,divorced,30-39
0,0,0.21086749315827588,divorced,40-49
0,0,0.21666532578882802,married,Under 30
0,0,0.2671629206936302,married,30-39
0,0,0.2179915759944641,single,40-49
0,0,0.15892643848630775,married,60+
0,0,0.25539499297789753,married,30-39
0,0,0.2557022207774953,married,40-49
0,0,0.25711184581486196,married,30-39
0,0,0.23333501162638848,married,30-39
0,0,0.21857642408959907,divorced,50-59
1,0,0.16189684402111837,married,40-49
0,0,0.20088860300692657,married,40-49
0,0,0.2789796435671548,single,30-39
0,0,0.22133218248843176,divorced,40-49
0,0,0.2630752200839536,married,30-39
0,0,0.2379113797620496,married,30-39
0,0,0.2618278826604453,married,40-49
0,0,0.24956998520351747,married,30-39
0,0,0.22786068256983188,married,30-39
0,0,0.22804832567065975,married,30-39
0,0,0.2288032671945781,married,50-59
0,0,0.22625090536547293,married,30-39
0,0,0.2288032671945781,married,50-59
0,0,0.19815573425668095,married,30-39
0,0,0.19564809617610904,married,30-39
0,0,0.10559123524325557,married,30-39
0,0,0.23562594806231216,divorced,30-39
1,0,0.2694323163801699,single,40-49
0,0,0.18127150191113328,married,30-39
0,0,0.2424871578086985,married,50-59
0,0,0.22317603425273153,married,50-59
0,0,0.23715418114715547,married,30-39
0,0,0.19763429424453802,single,40-49
0,0,0.1969186667256889,married,50-59
0,0,0.2612314310864187,married,40-49
0,0,0.2590723496021048,married,30-39
0,0,0.19833643190242384,married,50-59
0,0,0.18660603536388973,married,50-59
0,0,0.17415427835910366,married,30-39
0,0,0.25803930946585163,married,Under 30
0,0,0.16445789869114213,single,40-49
0,0,0.22055768658907787,married,30-39
0,0,0.242324664350928,single,50-59
0,0,0.18306087509264812,married,40-49
0,0,0.18729165489643484,married,40-49
0,0,0.24373202712856018,single,Under 30
0,0,0.23172176630051566,married,30-39
1,0,0.2592257480249619,single,40-49
0,0,0.270576730515951,married,40-49
0,0,0.19640624065585677,married,40-49
0,0,0.23572263086272446,married,30-39
0,0,0.25566375292535565,married,30-39
1,0,0.2786702058887152,married,50-59
0,0,0.21765520221797774,divorced,Under 30
0,0,0.24878614756459144,single,Under 30
0,0,0.21401129126764892,married,40-49
0,0,0.23391676228624,married,30-39
0,0,0.2532614712008919,married,60+
0,0,0.26866607959005767,married,40-49
0,0,0.24561462320856786,married,30-39
0,0,0.2519588455159462,married,30-39
0,0,0.28506248801823064,single,30-39
0,0,0.23391676228624,married,30-39
0,0,0.262901854042579,married,40-49
0,0,0.20862927684655108,married,30-39
0,0,0.20547611562634013,married,50-59
0,0,0.244111432203102,single,30-39
0,0,0.23918623269425257,married,30-39
0,0,0.2849311795065543,single,30-39
1,0,0.1928605108771389,married,50-59
0,0,0.2550004526168516,married,50-59
0,0,0.24792080023773247,married,30-39
0,0,0.22467408738771902,single,40-49
0,0,0.1945250591305198,married,30-39
0,0,0.18348770888508664,married,30-39
0,0,0.2259112347067148,single,30-39
0,0,0.23963300053175438,married,30-39
0,0,0.1922278611304986,married,40-49
0,0,0.22527110499358877,single,50-59
0,0,0.22058189193909564,married,30-39
0,0,0.17701778279012162,married,50-59
0,0,0.21557892913172935,married,30-39
0,0,0.23998541565546874,married,30-39
0,0,0.2302847644545396,married,40-49
0,0,0.2009387741864604,married,50-59
0,0,0.226382174225842,married,30-39
0,0,0.15799645033573934,married,50-59
0,0,0.27266139232153075,single,30-39
0,0,0.2450925559811569,divorced,30-39
0,0,0.23195128092423975,married,30-39
0,0,0.23195128092423975,married,30-39
0,0,0.2493619310028407,divorced,50-59
0,0,0.18961650165375124,married,30-39
0,0,0.22831449296414413,married,30-39
0,0,0.2557500838776111,married,50-59
1,0,0.2011445041946045,married,50-59
0,0,0.1776972939669034,married,40-49
0,0,0.19043595164248722,married,30-39
0,0,0.2666049130591125,married,50-59
0,0,0.268286414745923,married,40-49
0,0,0.24360677912552153,married,30-39
0,0,0.22656615954510873,married,30-39
0,0,0.16473856265226286,married,Under 30
0,0,0.2464205758395831,married,30-39
0,0,0.2196968799720895,married,40-49
0,0,0.23391676228624,married,30-39
0,0,0.2778006169506519,single,30-39
0,0,0.21495984878872842,married,30-39
0,0,0.3304223859287541,married,30-39
0,0,0.2712130946777371,married,30-39
0,0,0.22073272003584962,married,30-39
0,0,0.28874338324066595,single,50-59
1,0,0.28374359072287975,single,30-39
0,0,0.18807759186443915,married,40-49
0,0,0.19984850901862009,married,40-49
0,0,0.2712130946777371,married,30-39
0,0,0.2326375922239412,married,30-39
0,0,0.18890379987014186,divorced,40-49
0,0,0.26138450575310884,married,50-59
0,0,0.25175312464381183,married,30-39
0,0,0.2219593873032848,married,30-39
0,0,0.24542626559736172,married,30-39
0,0,0.19011208391947348,married,Under 30
0,0,0.1624221345102094,married,40-49
0,0,0.2776428153889346,married,30-39
0,0,0.2892694250790568,single,30-39
0,0,0.22149319721128266,married,40-49
1,0,0.2787892618261229,single,30-39
0,0,0.25539370952917473,single,Under 30
0,0,0.25000128202798094,divorced,40-49
0,0,0.2555150533578179,married,40-49
0,0,0.2430001696187971,married,30-39
0,0,0.23154358005653514,married,30-39
0,0,0.31118273110274725,married,50-59
0,0,0.2776996445146421,single,Under 30
0,0,0.2519959721056721,married,30-39
0,0,0.2508985670211416,divorced,50-59
0,0,0.2327839222657143,single,30-39
0,0,0.200674127764604,married,30-39
0,0,0.16241008705560078,married,40-49
0,0,0.26149961124433313,married,40-49
0,0,0.19718045174211055,single,30-39
0,0,0.28216596641999675,divorced,50-59
0,0,0.23447894656458,single,40-49
1,0,0.25762461705295525,married,30-39
0,0,0.17537286612239994,divorced,60+
0,0,0.2384608450122841,married,40-49
0,0,0.2562376067369498,married,50-59
0,0,0.22674559763467877,married,30-39
0,0,0.2501545101930376,married,50-59
0,0,0.24654992986588178,married,60+
0,0,0.23338151876879107,married,30-39
0,0,0.2561348828635228,married,50-59
0,0,0.215504054079284,married,30-39
0,0,0.2501702868679308,single,Under 30
0,0,0.18252426100859176,married,40-49
0,0,0.25124405857056314,married,50-59
0,0,0.15771397463520717,married,40-49
0,0,0.24478083308064458,single,40-49
0,0,0.20199059542073197,single,30-39
0,0,0.21936565889127274,married,40-49
0,0,0.23582343764329064,married,40-49
0,0,0.24022055600090328,married,30-39
0,0,0.24913108862765593,married,30-39
0,0,0.193319117379926,married,30-39
0,0,0.1779799441125797,married,40-49
0,0,0.25426664643359065,married,50-59
0,0,0.21369353356991602,single,40-49
1,0,0.23466250257722354,single,30-39
0,0,0.24592218556285866,divorced,40-49
0,0,0.23080529460039692,married,40-49
0,0,0.24965142957228362,married,40-49
0,0,0.23137779184889132,married,30-39
0,0,0.24820962816548295,divorced,40-49
0,0,0.21562328771514847,married,30-39
0,0,0.20253315421350193,divorced,50-59
0,0,0.22586869024957446,married,30-39
0,0,0.19466001722158824,married,50-59
0,0,0.21936565889127274,married,40-49
0,0,0.19773756801158893,married,50-59
0,0,0.22451480046439165,single,30-39
0,0,0.22764273907837676,married,40-49
0,0,0.24968709075020146,single,30-39
0,0,0.20441073470616342,single,30-39
0,0,0.1957511344853681,married,50-59
0,0,0.22027335950115987,married,50-59
0,0,0.22398116194689263,married,40-49
0,0,0.2603321940667872,single,50-59
0,0,0.1791343117492277,married,40-49
0,0,0.19898634411974317,single,Under 30
0,0,0.2164740204434659,married,30-39
0,0,0.16059015251256767,married,30-39
0,0,0.23023967417531294,single,40-49
0,0,0.2217061743104278,single,Under 30
0,0,0.23730304022424398,married,30-39
0,0,0.2149894238284588,married,30-39
0,0,0.17624852909291117,married,30-39
0,0,0.19396729012612468,married,30-39
0,0,0.2382752279299427,divorced,30-39
0,0,0.23089767718276402,married,30-39
0,0,0.1895630222059548,married,30-39
0,0,0.227743007774127,divorced,40-49
0,0,0.2676596883469082,married,30-39
0,0,0.25941461891867307,single,50-59
0,0,0.2496622213748386,divorced,40-49
0,0,0.2633705383203428,married,30-39
0,0,0.2456604754059907,single,Under 30
0,0,0.24956998520351747,married,30-39
0,0,0.22941341208499672,married,40-49
0,0,0.19504136143191422,married,30-39
0,0,0.20489503672057527,single,30-39
0,0,0.22403480981391194,single,Under 30
0,0,0.2496906880488916,married,30-39
0,0,0.2369866633554002,married,30-39
0,0,0.21582207988664212,married,50-59
0,0,0.22883724833408925,divorced,40-49
0,0,0.1942687191710494,married,40-49
0,0,0.23461031569673663,married,Under 30
0,0,0.293337193296175,divorced,50-59
0,0,0.2581941175244988,married,30-39
0,0,0.24033818523866457,married,Under 30
0,0,0.26242667665882125,married,40-49
0,0,0.1571949710810476,married,50-59
0,0,0.19376489380721698,married,40-49
0,0,0.204160895996129,married,50-59
0,0,0.23606237824562826,married,50-59
1,0,0.19528686108896692,married,40-49
0,0,0.21364178186235389,married,40-49
0,0,0.16381678923545145,divorced,30-39
0,0,0.2151429513142236,married,30-39
0,0,0.207498764158876,married,Under 30
0,0,0.2565859316955485,married,30-39
0,0,0.2552960481701146,married,30-39
0,0,0.24822948977388568,married,40-49
0,0,0.22822298317845574,single,Under 30
0,0,0.2339389868198793,married,30-39
0,0,0.24863388118314247,married,30-39
0,0,0.23744262365547925,divorced,40-49
0,0,0.22822298317845574,single,Under 30
0,0,0.21869720521269992,married,30-39
0,0,0.1947735380910424,married,30-39
0,0,0.22088596953047537,divorced,40-49
0,0,0.23384299457775945,married,30-39
0,0,0.24993221056510864,married,30-39
0,0,0.22843678951807775,married,30-39
0,0,0.1897610934732869,married,30-39
0,0,0.23672508333052897,single,Under 30
1,0,0.24117724623574535,single,30-39
0,0,0.25597103059387954,divorced,Under 30
0,0,0.2089285390045977,married,40-49
0,0,0.24275325216878707,married,30-39
0,0,0.2854566317732458,single,30-39
0,0,0.16677783047665823,married,50-59
0,0,0.2482882526380695,married,30-39
0,0,0.25646232091814986,single,30-39
1,0,0.23405464972658185,single,Under 30
0,0,0.22605078365976536,married,30-39
0,0,0.26728092591767477,married,40-49
0,0,0.2584066130224142,married,50-59
0,0,0.2859826655044625,single,Under 30
0,0,0.2249829950756947,single,Under 30
0,0,0.22722530098395974,married,30-39
0,0,0.2284962822606782,divorced,40-49
0,0,0.26993408121921914,married,30-39
0,0,0.2556532625047718,divorced,50-59
0,0,0.201756352093725,married,50-59
0,0,0.23726633098792513,divorced,30-39
0,0,0.1816889149557749,divorced,40-49
0,0,0.19635891763894062,married,Under 30
0,0,0.27291705207759376,single,30-39
0,0,0.2116378551042846,married,40-49
0,0,0.21009731295486245,married,30-39
0,0,0.11936044200439566,married,50-59
0,0,0.1898368171649166,divorced,40-49
1,0,0.24988832091959626,divorced,40-49
0,0,0.2486260656237711,married,30-39
0,0,0.22785635945621188,divorced,40-49
1,0,0.2773497625396586,married,50-59
0,0,0.2708087783731323,single,Under 30
1,0,0.24349455113205035,single,30-39
0,0,0.22482471149929317,divorced,40-49
0,0,0.18812506513469954,married,40-49
0,0,0.25109556932694416,married,60+
0,0,0.24204703605449135,married,Under 30
0,0,0.2482882526380695,married,30-39
0,0,0.20587410830762107,married,50-59
0,0,0.21353297762785173,single,Under 30
0,0,0.17351712557344773,divorced,40-49
0,0,0.23424242489599872,married,40-49
0,0,0.22973757552024168,married,30-39
0,0,0.21146738530748707,married,30-39
0,0,0.1955833157399815,married,Under 30
0,0,0.21364405245882337,divorced,50-59
0,0,0.21958273378602408,single,30-39
0,0,0.2281966530688645,divorced,40-49
0,0,0.217642548035653,married,50-59
0,0,0.20759807516774767,married,50-59
0,0,0.24207651565508734,married,40-49
0,0,0.21784092765587335,married,30-39
0,0,0.20269543558856723,divorced,40-49
0,0,0.20777910936101643,divorced,50-59
0,0,0.1815993268487467,married,50-59
