AGEP,SCHL,MAR,SEX,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,PINCP,ESR,ST,FER,RAC1P,PUBCOV
17.0,13.0,5.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
62.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,230.0,6.0,53.0,0.0,1.0,False
58.0,18.0,2.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,13100.0,6.0,53.0,0.0,1.0,True
38.0,17.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,4470.0,1.0,53.0,2.0,1.0,True
32.0,24.0,1.0,2.0,2.0,0.0,5.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,6.0,False
63.0,19.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,20000.0,6.0,53.0,0.0,1.0,False
34.0,15.0,3.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,30000.0,1.0,53.0,2.0,1.0,False
19.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,5000.0,2.0,53.0,0.0,1.0,False
16.0,13.0,5.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2000.0,6.0,53.0,2.0,1.0,False
33.0,17.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,25000.0,1.0,53.0,0.0,9.0,False
22.0,11.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,24000.0,1.0,53.0,0.0,1.0,False
21.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,30000.0,1.0,53.0,2.0,1.0,False
60.0,19.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,29600.0,1.0,53.0,0.0,1.0,False
51.0,20.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,20800.0,1.0,53.0,0.0,1.0,False
15.0,13.0,5.0,2.0,1.0,7.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,53.0,2.0,1.0,False
27.0,16.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,6500.0,6.0,53.0,2.0,3.0,True
61.0,21.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
45.0,17.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,True
45.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3100.0,1.0,53.0,2.0,2.0,False
60.0,11.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,8800.0,6.0,53.0,0.0,1.0,True
22.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,30000.0,1.0,53.0,2.0,9.0,False
21.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,9.0,False
50.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
24.0,16.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,11500.0,1.0,53.0,0.0,1.0,False
36.0,21.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,30000.0,1.0,53.0,2.0,6.0,False
23.0,17.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,15000.0,3.0,53.0,0.0,9.0,True
51.0,20.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,21000.0,1.0,53.0,0.0,1.0,False
64.0,18.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,26300.0,6.0,53.0,0.0,1.0,True
26.0,14.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,30000.0,1.0,53.0,2.0,1.0,True
48.0,20.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,3300.0,6.0,53.0,2.0,1.0,False
58.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,7200.0,6.0,53.0,0.0,3.0,False
26.0,19.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,3100.0,1.0,53.0,2.0,1.0,True
33.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,53.0,0.0,1.0,False
29.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,8000.0,2.0,53.0,1.0,1.0,True
34.0,20.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,29000.0,1.0,53.0,0.0,1.0,False
31.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,14400.0,1.0,53.0,2.0,1.0,False
26.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,9.0,False
61.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
17.0,14.0,5.0,1.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,3.0,False
28.0,20.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,8000.0,1.0,53.0,0.0,6.0,False
36.0,17.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,11700.0,1.0,53.0,2.0,6.0,True
44.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,4800.0,6.0,53.0,0.0,1.0,True
40.0,13.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,6000.0,6.0,53.0,2.0,1.0,True
51.0,19.0,3.0,2.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,19500.0,1.0,53.0,0.0,1.0,True
27.0,15.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,23000.0,1.0,53.0,0.0,6.0,False
22.0,17.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,53.0,1.0,1.0,False
21.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,26000.0,1.0,53.0,0.0,1.0,False
61.0,20.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,14000.0,1.0,53.0,0.0,1.0,False
18.0,14.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2000.0,1.0,53.0,0.0,1.0,False
45.0,16.0,4.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,24000.0,1.0,53.0,1.0,1.0,False
31.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,19000.0,1.0,53.0,2.0,1.0,False
55.0,16.0,3.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,22000.0,2.0,53.0,0.0,1.0,False
34.0,18.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,23000.0,1.0,53.0,0.0,1.0,False
32.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,12000.0,1.0,53.0,2.0,1.0,False
45.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,9000.0,1.0,53.0,2.0,1.0,False
21.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,15000.0,1.0,53.0,2.0,1.0,False
18.0,17.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,0.0,6.0,53.0,2.0,1.0,True
30.0,20.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,19050.0,1.0,53.0,0.0,1.0,True
51.0,19.0,3.0,1.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,30000.0,2.0,53.0,0.0,1.0,True
17.0,14.0,5.0,1.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,True
43.0,24.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,17000.0,1.0,53.0,2.0,1.0,False
29.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,23000.0,1.0,53.0,2.0,1.0,False
57.0,22.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,25360.0,1.0,53.0,0.0,1.0,False
20.0,20.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,500.0,6.0,53.0,0.0,1.0,False
24.0,20.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,29500.0,1.0,53.0,2.0,1.0,False
61.0,8.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,8.0,False
30.0,20.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,8.0,False
36.0,16.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,18030.0,1.0,53.0,0.0,1.0,True
49.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
33.0,18.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,18600.0,1.0,53.0,0.0,1.0,False
25.0,21.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,12000.0,1.0,53.0,2.0,1.0,False
21.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,4600.0,1.0,53.0,0.0,1.0,False
22.0,19.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,10000.0,1.0,53.0,0.0,1.0,False
17.0,14.0,5.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3000.0,1.0,53.0,2.0,1.0,False
21.0,18.0,1.0,2.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2000.0,6.0,53.0,2.0,8.0,False
56.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,25000.0,1.0,53.0,0.0,1.0,False
56.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
29.0,16.0,5.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,20000.0,1.0,53.0,0.0,1.0,False
38.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,8400.0,1.0,53.0,2.0,1.0,False
30.0,18.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2400.0,6.0,53.0,0.0,1.0,True
38.0,17.0,4.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,21500.0,6.0,53.0,0.0,1.0,True
29.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,16000.0,1.0,53.0,2.0,1.0,True
39.0,16.0,1.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,25000.0,1.0,53.0,0.0,1.0,False
19.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,5000.0,1.0,53.0,0.0,1.0,False
17.0,14.0,5.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,53.0,2.0,1.0,False
60.0,18.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,20000.0,6.0,53.0,0.0,1.0,False
57.0,16.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,30000.0,1.0,53.0,0.0,1.0,False
32.0,10.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,True
38.0,18.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,5000.0,1.0,53.0,0.0,1.0,True
37.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
40.0,19.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,9.0,False
48.0,21.0,1.0,2.0,2.0,0.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
25.0,16.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,20000.0,1.0,53.0,2.0,8.0,True
33.0,18.0,5.0,1.0,2.0,0.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,22000.0,1.0,53.0,0.0,8.0,True
25.0,20.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,19500.0,1.0,53.0,2.0,1.0,False
34.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
18.0,18.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2500.0,1.0,53.0,2.0,1.0,False
17.0,14.0,5.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
51.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,53.0,0.0,1.0,False
18.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,8000.0,1.0,53.0,0.0,1.0,False
49.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
17.0,14.0,5.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,True
16.0,13.0,5.0,1.0,2.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,True
28.0,21.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,28000.0,1.0,53.0,0.0,1.0,False
27.0,21.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,6600.0,1.0,53.0,0.0,1.0,False
25.0,21.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,26000.0,1.0,53.0,2.0,1.0,False
63.0,16.0,3.0,1.0,2.0,0.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,24000.0,6.0,53.0,0.0,1.0,False
59.0,16.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,30000.0,1.0,53.0,0.0,1.0,False
55.0,19.0,3.0,2.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,10800.0,1.0,53.0,0.0,1.0,False
20.0,17.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,21000.0,6.0,53.0,2.0,1.0,False
26.0,16.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,25700.0,1.0,53.0,0.0,1.0,False
57.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,6600.0,1.0,53.0,0.0,1.0,False
54.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,16700.0,6.0,53.0,0.0,1.0,False
42.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
17.0,16.0,5.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,23400.0,1.0,53.0,2.0,1.0,True
15.0,12.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,53.0,2.0,1.0,True
40.0,1.0,3.0,2.0,2.0,0.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,15000.0,1.0,53.0,2.0,6.0,False
37.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,23000.0,1.0,53.0,2.0,1.0,True
17.0,13.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,True
55.0,17.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,10000.0,1.0,53.0,0.0,1.0,False
26.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1400.0,1.0,53.0,2.0,6.0,False
35.0,20.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,6.0,False
24.0,18.0,5.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,2.0,False
36.0,21.0,2.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,3100.0,1.0,53.0,0.0,2.0,False
56.0,18.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,15600.0,6.0,53.0,0.0,1.0,True
61.0,18.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,25300.0,1.0,53.0,0.0,1.0,False
37.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,10500.0,6.0,53.0,2.0,1.0,True
46.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,12000.0,1.0,53.0,2.0,9.0,False
56.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,200.0,1.0,53.0,0.0,8.0,True
23.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,5000.0,1.0,53.0,0.0,8.0,True
18.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,53.0,0.0,8.0,True
18.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,5190.0,6.0,53.0,2.0,8.0,True
50.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,26000.0,2.0,53.0,2.0,1.0,False
44.0,16.0,1.0,2.0,2.0,0.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,9.0,False
19.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,7000.0,1.0,53.0,2.0,1.0,False
17.0,14.0,5.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
16.0,12.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
30.0,19.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,3700.0,1.0,53.0,0.0,1.0,False
17.0,14.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,0.0,6.0,53.0,0.0,1.0,True
22.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,5000.0,1.0,53.0,2.0,1.0,False
27.0,21.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,20000.0,1.0,53.0,2.0,6.0,True
42.0,19.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,22000.0,1.0,53.0,0.0,1.0,False
42.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,20000.0,1.0,53.0,2.0,1.0,False
19.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,8000.0,1.0,53.0,0.0,1.0,True
62.0,21.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,-1400.0,6.0,53.0,0.0,1.0,False
34.0,19.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,15000.0,6.0,53.0,2.0,1.0,False
50.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,30000.0,1.0,53.0,0.0,1.0,False
43.0,21.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,24640.0,6.0,53.0,0.0,1.0,True
44.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,True
21.0,19.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,20400.0,1.0,53.0,0.0,1.0,True
27.0,19.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,1.0,1.0,True
63.0,23.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,25000.0,6.0,53.0,0.0,1.0,False
60.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
21.0,20.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,500.0,1.0,53.0,0.0,1.0,False
25.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,28000.0,1.0,53.0,0.0,1.0,False
35.0,22.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,14700.0,1.0,53.0,2.0,9.0,True
35.0,21.0,5.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,20000.0,1.0,53.0,0.0,2.0,True
24.0,21.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,20000.0,1.0,53.0,0.0,6.0,False
20.0,17.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
25.0,20.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3400.0,1.0,53.0,0.0,1.0,False
30.0,16.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1000.0,6.0,53.0,2.0,1.0,False
39.0,19.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,24000.0,6.0,53.0,0.0,3.0,False
16.0,14.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,4000.0,6.0,53.0,0.0,1.0,True
35.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,25000.0,1.0,53.0,0.0,1.0,False
39.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,53.0,0.0,1.0,False
61.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,23000.0,6.0,53.0,0.0,1.0,False
62.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,30000.0,1.0,53.0,0.0,1.0,False
58.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,13000.0,1.0,53.0,0.0,1.0,False
57.0,19.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,30000.0,1.0,53.0,0.0,2.0,False
63.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,20400.0,1.0,53.0,0.0,1.0,False
40.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,6400.0,6.0,53.0,2.0,1.0,False
18.0,15.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,3000.0,1.0,53.0,0.0,1.0,False
49.0,16.0,3.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,3.0,53.0,2.0,1.0,False
33.0,17.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,True
23.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,22000.0,1.0,53.0,2.0,1.0,False
58.0,19.0,3.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,6.0,False
