is_promoted,predicted_is_promoted,predicted_probability,gender,age_group
0,0,0.2320640529987203,m,30-39
0,0,0.34633498624106024,m,30-39
0,0,0.4499525811902891,m,30-39
0,0,0.35326221231531824,m,Under 30
0,0,0.2382078136153257,m,50+
0,0,0.1596507440984633,f,30-39
0,0,0.1851577570690644,f,30-39
0,0,0.33615945094961225,f,30-39
0,1,0.5106327101228998,m,30-39
0,0,0.2146979385626053,m,40-49
0,0,0.2906612163532716,m,30-39
0,1,0.5643943747685158,m,30-39
0,0,0.48610396917617443,m,Under 30
1,1,0.6931316075458166,f,30-39
1,0,0.31794713088268517,m,Under 30
1,1,0.9978270389779207,m,30-39
0,1,0.6658420397716489,m,30-39
0,0,0.027666234514070628,m,Under 30
0,0,0.15223308907378377,m,Under 30
0,0,0.45226061687853997,m,50+
0,0,0.20775965330257756,f,30-39
0,0,0.2739122574282493,m,40-49
0,0,0.40606880553499186,f,Under 30
1,1,0.5115144608502802,m,Under 30
0,0,0.1569808215909832,m,30-39
0,1,0.7166132934993917,m,Under 30
0,0,0.3873500918367156,m,50+
0,0,0.22464063748623883,m,30-39
0,0,0.4027548695776221,m,Under 30
0,0,0.27372136272546743,m,50+
0,1,0.6312874226289622,f,Under 30
1,1,0.828305683232556,m,Under 30
1,1,0.6556103936276231,m,30-39
0,0,0.4141289259122893,m,40-49
0,0,0.21539740779758432,m,40-49
0,1,0.5154799895569429,m,30-39
0,0,0.20902004989701584,m,30-39
0,1,0.5350879384027695,m,30-39
0,0,0.22386444520386564,f,50+
0,0,0.31281905086280837,m,30-39
0,0,0.4043139629140229,m,Under 30
0,0,0.370005886122866,m,30-39
0,1,0.6602697173306482,m,Under 30
0,0,0.22447979784380295,m,Under 30
0,0,0.23026690862843074,f,30-39
0,0,0.2866551798754415,m,30-39
0,1,0.6103602495140997,m,30-39
0,0,0.21860513368688556,f,Under 30
0,0,0.24572909467159515,m,30-39
0,0,0.24297129833906855,f,Under 30
0,0,0.1423408831775177,f,40-49
0,0,0.48040578651319177,m,40-49
0,0,0.23473776502133112,m,Under 30
0,0,0.31151789241076944,m,40-49
1,1,0.9888880546255203,f,30-39
0,0,0.23551004960253008,m,30-39
1,1,0.9955744847651162,f,Under 30
0,1,0.5624947144114492,m,Under 30
0,0,0.3228788923352161,m,Under 30
0,1,0.7344196627896359,m,Under 30
0,1,0.7193363395233163,m,30-39
0,1,0.5581448002474585,m,30-39
0,0,0.34492951930253846,m,Under 30
1,0,0.3356914735353051,m,40-49
0,0,0.36861254281059186,f,30-39
0,1,0.5353516163895801,f,Under 30
1,1,0.9263593030828203,f,30-39
0,0,0.14140823565226854,f,30-39
1,1,0.5820684584612278,f,30-39
0,1,0.5956999254348965,m,30-39
0,0,0.4439852253274095,m,Under 30
1,1,0.8627409187548458,m,30-39
1,1,0.5548764589885304,m,30-39
0,1,0.5134514238066937,m,40-49
0,0,0.3844076103146941,f,Under 30
0,1,0.5378093897919014,m,30-39
0,0,0.29149194762990566,m,30-39
0,0,0.038077654862190134,m,40-49
0,0,0.2702693991811068,m,50+
0,0,0.49201003388138165,f,30-39
0,0,0.09543465373942078,f,30-39
0,0,0.42707356032326443,m,30-39
0,1,0.5448971671561366,f,30-39
0,1,0.6907771733713175,m,Under 30
0,0,0.4791595157330915,m,30-39
0,1,0.7571197013976048,m,Under 30
0,0,0.11292101347337224,f,40-49
0,0,0.3027162700326777,m,Under 30
0,1,0.6862984802818425,m,30-39
0,0,0.44814175564283587,m,30-39
0,0,0.18133233262573806,m,Under 30
0,0,0.19673409672955972,m,30-39
0,1,0.5575743738026446,f,30-39
0,1,0.5206405048143836,m,Under 30
0,0,0.14054110625975422,m,40-49
0,0,0.3443166783266493,f,Under 30
0,0,0.1589549329052856,f,40-49
0,0,0.3817826349252784,m,30-39
0,0,0.3552528905641404,m,30-39
0,0,0.10732894781627735,m,30-39
0,0,0.41741422180222026,m,Under 30
0,0,0.15263367272946737,m,40-49
0,0,0.06582075869664092,m,30-39
0,1,0.5502930317735029,m,30-39
1,1,0.9661862321914009,m,Under 30
0,1,0.6772997461154898,m,Under 30
0,0,0.2180686386445232,f,30-39
0,0,0.40175184425829175,f,Under 30
0,0,0.44069930226513643,m,40-49
0,1,0.5276884753882114,m,30-39
0,0,0.18455984152092011,m,30-39
0,0,0.4915818883662565,f,30-39
0,0,0.49290056147642564,m,30-39
0,0,0.49833638977705086,m,30-39
0,1,0.5579531877128949,m,30-39
0,0,0.2091528651776451,f,30-39
0,0,0.16028426942784776,f,50+
0,0,0.24634970416227758,m,Under 30
0,0,0.36108417417694005,m,30-39
0,1,0.5265031860678792,m,30-39
0,0,0.3036661894784012,m,Under 30
0,1,0.6072517055636127,m,30-39
0,0,0.43341524196124953,m,Under 30
0,0,0.4870231661027203,m,30-39
0,0,0.08982780735139355,m,Under 30
0,0,0.31044135113999555,m,30-39
0,0,0.25500189467778234,m,Under 30
0,1,0.6605939035661238,f,Under 30
0,0,0.44359228672220485,f,50+
0,0,0.32103018769665376,m,30-39
0,0,0.4443517726671205,f,30-39
0,0,0.32781281567655274,m,30-39
0,0,0.14420783594948997,m,Under 30
0,0,0.21737551860384802,m,30-39
0,0,0.2221642693637883,m,40-49
0,0,0.04475985355532086,f,40-49
0,1,0.7424426899393484,m,Under 30
0,0,0.4492113957809604,m,Under 30
0,1,0.6607115519540988,m,30-39
0,0,0.17973115641712453,m,30-39
0,0,0.4616449340400393,f,Under 30
0,1,0.5229561010080953,m,30-39
0,0,0.12083877545731322,m,30-39
0,0,0.24249419015430063,f,30-39
0,1,0.7289554779034753,f,30-39
0,0,0.1933978213965378,f,30-39
0,0,0.06390825429529057,m,30-39
0,0,0.07921166267635153,m,30-39
0,0,0.19244019182483316,f,30-39
0,0,0.07050186702382157,m,50+
0,0,0.32512160091350906,m,40-49
0,0,0.4271405024950099,m,50+
0,0,0.329438406401488,m,40-49
0,0,0.27745214382147787,f,30-39
0,1,0.5489258734492583,m,30-39
0,0,0.1364908957462944,f,40-49
0,0,0.2915394258089553,m,Under 30
0,0,0.42828150003237286,m,30-39
0,1,0.7040084958045281,f,40-49
0,0,0.24621871759493721,m,50+
0,0,0.10716299234981744,m,30-39
0,0,0.2783689216301955,f,Under 30
0,0,0.2598311312724767,m,Under 30
0,0,0.35423268410399256,f,Under 30
1,0,0.4782289837731259,m,Under 30
0,1,0.7803069146876139,m,30-39
0,0,0.10082715079645437,f,Under 30
0,0,0.28449033677921726,f,30-39
1,1,0.969670622866995,f,30-39
0,0,0.2528944588355171,m,40-49
0,0,0.4298506990988141,m,30-39
0,0,0.4086683794840955,m,30-39
0,0,0.20957623202487682,f,Under 30
0,0,0.11129205137549975,m,30-39
0,0,0.3920298758209713,m,30-39
0,0,0.30616369848898833,m,30-39
0,0,0.13650367176507427,m,30-39
0,0,0.22933730276024802,m,Under 30
1,0,0.10520918336680754,m,30-39
0,0,0.15479070622168792,m,30-39
1,1,0.5299230242745386,m,30-39
0,0,0.31070366154136503,f,40-49
0,0,0.4805774345962576,m,30-39
0,0,0.16844207347578022,f,Under 30
0,0,0.23881027554899822,m,30-39
0,0,0.4163463839691279,f,Under 30
0,0,0.19618404797458858,m,Under 30
0,0,0.034707573054366524,m,30-39
1,1,0.9271578379600712,m,30-39
0,0,0.4267242315663918,m,40-49
0,1,0.5616543825211878,m,30-39
0,0,0.08144974923720551,m,30-39
0,0,0.37883261082316405,m,30-39
0,0,0.15748968561127702,m,30-39
0,0,0.2918205880693866,m,Under 30
0,1,0.5643900073795067,f,30-39
0,0,0.16564971357682676,m,30-39
0,1,0.8546263942644305,f,30-39
0,0,0.29532759468284486,m,40-49
1,1,0.987394269569302,f,Under 30
0,0,0.3294258680816003,m,Under 30
0,0,0.43771900683567905,m,30-39
1,0,0.16101396356207684,m,30-39
1,1,0.9915433004039803,f,Under 30
0,0,0.45550086235758713,f,30-39
0,0,0.2266796802700596,m,40-49
0,0,0.42170840785675334,f,50+
0,1,0.5553745390706221,f,30-39
1,0,0.1582983677358444,m,30-39
0,0,0.37132634128113345,m,40-49
0,1,0.6984506292820953,m,30-39
0,0,0.4262516965166807,m,Under 30
0,0,0.31153685532627784,m,Under 30
0,1,0.5571582542348749,m,30-39
0,1,0.6550716978980694,m,30-39
0,0,0.4581797591893932,m,Under 30
0,0,0.35219186084736187,m,30-39
0,0,0.21628452161522682,m,40-49
0,0,0.32102940501744004,m,40-49
1,1,0.9026249610532554,m,Under 30
0,0,0.14546607741373918,m,30-39
0,0,0.39876184063747294,m,30-39
0,0,0.34551818292984493,f,30-39
0,0,0.24610062717675943,m,30-39
0,0,0.32570079985056055,f,40-49
0,0,0.3119273303614558,m,40-49
0,0,0.3476124696128534,m,30-39
0,0,0.18748169434317974,f,Under 30
0,0,0.18501937342221425,m,Under 30
0,1,0.777534607664208,m,30-39
0,0,0.1342302798724749,f,40-49
0,0,0.3644123381006129,m,Under 30
1,1,0.9996960798884159,m,40-49
0,0,0.06786211580545252,m,30-39
0,1,0.6649232063532582,m,40-49
0,1,0.662991152111825,f,30-39
0,1,0.7730579004691275,m,30-39
1,1,0.643646951118747,m,30-39
0,0,0.1284404560361095,m,Under 30
0,0,0.04188752155768809,m,30-39
0,0,0.14325295713130148,f,Under 30
0,0,0.3672940480807437,m,Under 30
0,0,0.46462051660195436,f,Under 30
0,0,0.12872713684561685,m,30-39
0,0,0.23006032067368185,m,30-39
0,0,0.4663302088330374,m,Under 30
1,1,0.9464539080051779,f,30-39
1,1,0.850702072227914,m,40-49
0,1,0.7147877796948239,m,30-39
0,0,0.08161467911036623,m,30-39
0,1,0.5711737846293669,f,Under 30
0,0,0.14377559132857837,m,30-39
0,0,0.2527312296767546,m,30-39
0,0,0.36616094929261495,f,50+
0,0,0.3732712962701029,m,30-39
0,1,0.5988992544423829,f,30-39
0,0,0.48626082915276453,m,30-39
0,0,0.21974506753005135,m,Under 30
0,0,0.26150118204160555,m,30-39
0,0,0.12950783316924683,m,30-39
0,0,0.0503034728679756,f,30-39
0,0,0.30097508586839067,f,Under 30
0,0,0.3885062945110578,m,30-39
0,1,0.731743743085046,f,30-39
0,1,0.8050854105143989,f,30-39
0,0,0.26206694862709,m,50+
0,1,0.6970887889005849,f,30-39
0,0,0.19957529356364473,m,Under 30
0,0,0.41585778250895444,m,Under 30
0,0,0.2638023532559913,m,Under 30
0,0,0.28639869937306384,m,Under 30
0,0,0.3401523027743326,f,50+
0,0,0.2074225193549068,f,40-49
0,1,0.639253172797107,m,30-39
0,0,0.17156392815611154,m,30-39
0,0,0.16544035725179632,m,40-49
0,0,0.1093563130737055,m,30-39
0,0,0.4353925768182738,f,Under 30
1,1,0.9948266696406062,m,30-39
0,1,0.5337760483147859,m,Under 30
0,0,0.2512912010790117,m,50+
0,1,0.697305847328797,f,Under 30
0,0,0.2749209001351173,m,Under 30
0,0,0.49092685741480574,m,Under 30
1,0,0.22244012969353982,f,40-49
1,1,0.6852982067972718,m,40-49
0,0,0.24647918462504825,m,30-39
0,0,0.19644712002169834,m,Under 30
0,1,0.5766979167248462,f,Under 30
0,0,0.1592170279884356,f,Under 30
0,0,0.37032145771130953,m,Under 30
0,1,0.5748017422859599,f,30-39
0,0,0.15822288692172456,m,40-49
1,1,0.9979848989690931,f,30-39
0,0,0.07073612525540471,m,30-39
0,0,0.2565655344766564,f,30-39
0,0,0.21952688451449617,m,50+
0,0,0.3519849377068307,m,30-39
0,0,0.16328533886324553,m,Under 30
0,0,0.27976038182913865,m,30-39
0,0,0.13444321670971077,m,30-39
0,0,0.4326688969957885,m,30-39
0,0,0.20565406380666568,m,50+
0,0,0.33580836570291317,m,30-39
0,0,0.26082507781989167,f,40-49
0,1,0.6865748764104551,f,30-39
0,0,0.09130003019945726,m,30-39
0,0,0.1289866469969968,m,50+
0,0,0.3062123674244215,m,30-39
0,0,0.3208765101966696,m,30-39
0,0,0.18726451079539497,m,30-39
1,1,0.5339429264467861,f,30-39
0,0,0.3354467793557722,m,30-39
0,0,0.4293854436828251,m,30-39
0,0,0.42042156287310334,m,30-39
0,0,0.3622916532477852,m,50+
1,0,0.28968637411425674,m,Under 30
0,1,0.6863014770536716,f,30-39
0,0,0.18430036845116093,m,Under 30
0,0,0.42908550631457393,m,30-39
0,0,0.3893156477474742,m,30-39
1,1,0.5438132861912651,m,30-39
0,0,0.22950436183668554,m,Under 30
0,1,0.5735682908232899,m,Under 30
0,0,0.2199104036640446,f,30-39
0,1,0.5244980841389975,m,Under 30
0,0,0.36093286440245353,m,30-39
1,1,0.9583805001548195,m,40-49
0,0,0.46213345309784903,m,30-39
0,0,0.1932880370439555,m,50+
0,0,0.06882264356140701,m,Under 30
0,0,0.48088261942115407,m,40-49
0,0,0.13744665447012722,f,40-49
0,0,0.06930468723585317,m,50+
0,0,0.10532040340972762,m,30-39
0,0,0.2189275009875313,m,30-39
0,1,0.7746949894116488,f,Under 30
0,0,0.41200573956256026,m,30-39
0,0,0.486782899173652,m,30-39
0,0,0.37881317883879523,m,30-39
0,0,0.2461637094624543,m,Under 30
0,0,0.22207516048791162,m,Under 30
0,0,0.37634744023431194,f,30-39
0,0,0.2965436795775494,f,Under 30
0,1,0.5983701722031392,f,Under 30
0,1,0.6014237628121503,f,30-39
0,0,0.22891221288736535,m,40-49
0,0,0.18598634403877787,f,30-39
0,1,0.5502767501508412,m,40-49
0,0,0.36520132516250453,m,Under 30
0,1,0.6908450136581014,m,30-39
0,0,0.34506723549207236,m,40-49
0,0,0.4922547852944503,m,40-49
0,0,0.2895841865603273,m,30-39
0,1,0.5219467025604629,m,Under 30
0,0,0.3260254567162525,m,Under 30
0,0,0.2684983137659239,f,30-39
0,0,0.11508569627752606,m,50+
0,0,0.13679116217350962,m,30-39
0,0,0.26156728365235626,f,30-39
0,0,0.39751797412344125,m,40-49
0,0,0.06465627016559705,m,40-49
0,0,0.1271075477578884,m,30-39
0,1,0.5783888109180653,f,30-39
1,0,0.36562291494212307,m,30-39
0,1,0.6468423590737874,m,Under 30
0,1,0.5168588233596421,m,Under 30
0,0,0.21155803862966974,f,50+
0,0,0.2841327462966985,f,30-39
0,1,0.6240831270006327,f,Under 30
0,0,0.33395275297017696,m,30-39
0,0,0.07534232166396115,m,50+
0,0,0.040395752106808736,m,30-39
0,0,0.45634754737478644,m,30-39
0,1,0.6351482022684105,m,Under 30
0,1,0.624622919738168,f,30-39
0,1,0.5225848333002522,m,30-39
0,0,0.4411706706302954,m,40-49
0,0,0.2309949188350703,m,Under 30
1,1,0.9008097607756486,m,Under 30
0,0,0.32390430856810476,m,Under 30
0,0,0.11322675982185863,f,30-39
0,0,0.26489061276408904,m,Under 30
0,0,0.061810895036011254,f,30-39
0,1,0.5902478765935281,m,40-49
0,0,0.12911990538179474,m,40-49
1,0,0.4486599576527391,f,50+
0,0,0.42458718015356867,m,40-49
0,0,0.2868094388720549,f,30-39
0,0,0.17102377753256717,f,Under 30
0,1,0.5345502772270484,m,Under 30
0,1,0.7904981277202697,m,Under 30
0,1,0.551750660616735,m,30-39
0,1,0.5539771598005089,f,30-39
0,0,0.38647489123661405,m,Under 30
0,0,0.28097147573522663,m,30-39
0,0,0.3898621621749519,f,Under 30
0,0,0.12417373521787768,m,Under 30
0,0,0.18682274362387946,m,30-39
0,0,0.46173573461274026,m,30-39
0,0,0.2382867833992058,m,30-39
0,0,0.2947690449478171,f,40-49
0,0,0.23408676447749324,m,30-39
0,0,0.2160456522300897,m,30-39
0,0,0.461241960533034,m,30-39
0,0,0.4006983316472575,f,30-39
0,0,0.1963761171013123,m,40-49
0,1,0.6910692377907303,f,30-39
1,1,0.6957127276849995,m,30-39
0,0,0.18100527574427644,m,Under 30
0,1,0.5386328442695756,m,Under 30
0,1,0.5365432545935659,m,30-39
1,1,0.9636021650763278,m,30-39
0,0,0.4068246463602413,m,30-39
0,1,0.5058265083801817,f,Under 30
0,1,0.5718451943152115,m,40-49
0,0,0.32369270553900487,f,40-49
0,1,0.5666298930809299,m,30-39
0,0,0.12675771828660082,m,Under 30
0,1,0.7406178328301144,f,30-39
0,0,0.4764236665342614,m,40-49
0,1,0.5459846780281985,m,Under 30
0,0,0.09717514119337278,m,30-39
0,0,0.41061552989793704,m,30-39
0,0,0.3065002957280571,m,Under 30
0,0,0.13899838912068885,m,30-39
0,0,0.10163494097516788,m,30-39
0,0,0.047516452697487395,m,Under 30
0,0,0.07439771492188066,m,30-39
0,0,0.2689583725966956,m,30-39
0,0,0.44770550531564374,m,40-49
0,0,0.09546127877923154,m,50+
0,0,0.40522482311749014,m,30-39
0,0,0.2865206904532794,m,Under 30
0,0,0.4721110476241164,f,Under 30
0,0,0.20505775607299653,f,30-39
0,0,0.2659008951629146,m,Under 30
0,0,0.3256943090171583,m,Under 30
0,0,0.26035344341301436,m,Under 30
0,0,0.1162548678745988,f,30-39
0,1,0.5530585500636317,m,30-39
0,0,0.16936256229059507,f,Under 30
0,0,0.28098139558106067,m,30-39
0,0,0.17342784345824486,m,40-49
0,0,0.19994251706107397,m,40-49
0,0,0.13087770064552068,m,50+
0,0,0.3276901238757413,m,Under 30
0,0,0.29119501601258163,m,Under 30
0,0,0.23527573967229037,m,30-39
0,0,0.4680199499883023,f,30-39
0,0,0.0918896786619464,m,50+
0,0,0.32752953574046173,m,50+
0,0,0.12758987540531377,f,50+
0,0,0.4879853322759159,m,30-39
0,0,0.35314829150231514,m,Under 30
0,0,0.0471066109013921,m,50+
0,0,0.1193919927578324,m,30-39
0,0,0.23244077789728376,m,Under 30
0,0,0.2777265083482947,f,30-39
1,0,0.4175315238057589,m,30-39
0,0,0.3776362450603031,m,30-39
0,0,0.08000239602083989,f,30-39
0,0,0.4909400169323489,m,30-39
1,1,0.5814035329703762,m,30-39
0,0,0.44702542182203114,f,30-39
0,0,0.13885396048531048,m,30-39
0,0,0.2073115362632514,m,30-39
0,1,0.8482280556067386,f,40-49
0,0,0.4221446987801534,m,30-39
0,0,0.13273929481065305,m,Under 30
0,1,0.59747227680141,m,Under 30
0,1,0.5779742425511806,m,Under 30
0,0,0.22957241886494642,m,Under 30
0,0,0.21893516233242077,m,30-39
0,0,0.15814901881732316,f,30-39
0,1,0.6291208459579458,m,Under 30
0,0,0.2866333376625511,f,Under 30
0,0,0.24160286648088966,f,30-39
0,0,0.24845525790884584,m,30-39
0,0,0.14205273312699848,m,Under 30
0,0,0.17241868225236742,m,Under 30
0,0,0.40969694000639517,f,40-49
0,0,0.34721992702450455,f,Under 30
0,0,0.09621853968661576,m,40-49
0,0,0.3570345390009085,m,Under 30
0,0,0.3279673402351927,m,Under 30
0,0,0.27593302078773724,f,50+
0,1,0.5772465590913206,f,Under 30
0,1,0.6091888884714,f,30-39
0,0,0.08808974431626503,f,30-39
0,0,0.2018359238276946,m,30-39
1,0,0.13358137466463774,m,30-39
0,0,0.30984775409828075,m,Under 30
0,0,0.1983347731736736,f,Under 30
0,0,0.32803502323052475,f,30-39
0,0,0.2332909232922475,m,50+
0,0,0.20886039898844658,m,Under 30
0,0,0.0806455035743981,m,40-49
0,0,0.4752777429252984,m,Under 30
0,0,0.49373361806669785,m,30-39
0,1,0.8178353552081548,f,30-39
0,0,0.3303217741362341,f,50+
0,0,0.40110723938433585,m,Under 30
0,0,0.08713281275018488,m,50+
0,0,0.49686951553492975,f,Under 30
0,0,0.44245084018260766,m,30-39
1,1,0.9994683027580464,m,30-39
0,0,0.17053383212312598,m,Under 30
0,0,0.2964972303615625,m,30-39
0,1,0.6050490287951074,f,30-39
0,0,0.4095037312725278,m,30-39
0,0,0.48763280535636344,f,30-39
1,1,0.6613477925551674,m,30-39
0,0,0.22792844097790935,m,Under 30
0,0,0.11641978556072348,m,Under 30
0,0,0.24918484994032752,m,30-39
0,0,0.4376546641120788,m,30-39
0,0,0.47806000869411713,m,Under 30
0,1,0.8979113611469605,m,Under 30
0,0,0.2624868419905673,m,30-39
0,0,0.20977427166241527,m,40-49
0,0,0.4557405909260989,m,30-39
0,0,0.3916325147896822,m,30-39
0,0,0.2599419535334662,m,40-49
0,1,0.63905932271768,f,30-39
0,0,0.415994103448235,m,30-39
0,1,0.6411606632658163,m,30-39
0,0,0.45373196774722035,f,Under 30
0,0,0.2920975919439724,m,40-49
0,0,0.3263397534912874,m,30-39
0,1,0.6743430573708116,m,Under 30
0,0,0.13665804795914221,m,40-49
0,0,0.1813137410614251,m,Under 30
0,1,0.8640572550445159,m,30-39
0,0,0.3742627253333128,m,Under 30
0,0,0.29584717883800316,m,30-39
0,0,0.33738697269320234,m,30-39
0,0,0.15970214514752273,m,Under 30
0,0,0.09984175666086276,m,Under 30
0,1,0.5814445357969723,m,30-39
0,0,0.2859645862317208,m,Under 30
0,0,0.3326549413721164,m,Under 30
1,1,0.8928348465118092,m,40-49
0,1,0.5938259790760204,m,30-39
0,1,0.5407445221736686,m,40-49
0,1,0.5587949212367823,m,50+
0,1,0.5661375948446761,m,40-49
0,0,0.19793103958457584,m,30-39
0,0,0.41470491348545935,m,30-39
0,0,0.08124862928679175,m,30-39
1,1,0.7475813667706329,m,40-49
0,0,0.27541061838943903,f,Under 30
0,0,0.12684203992686716,m,30-39
0,1,0.8014691918382739,f,Under 30
0,0,0.1697868894266965,m,40-49
0,0,0.14764583346934818,f,Under 30
0,0,0.49635139294259284,m,Under 30
0,0,0.19022430162902243,m,40-49
0,0,0.4305859190074656,m,30-39
0,0,0.21000096217274017,m,30-39
1,1,0.5573753656797839,m,Under 30
0,1,0.5616762906492253,m,30-39
1,1,0.6166549495604441,m,Under 30
0,0,0.1927614753497964,f,40-49
0,1,0.6711904502812956,m,30-39
0,0,0.16522623016402327,m,30-39
0,0,0.4520661314552932,f,40-49
0,0,0.31425917117007485,m,Under 30
0,0,0.4367726210122556,m,30-39
0,0,0.12031731714661809,m,50+
0,1,0.5055794051156153,m,40-49
0,0,0.22353431538301008,m,40-49
1,0,0.48586169020894737,f,50+
0,0,0.09782443573138935,f,30-39
0,0,0.47733817892452063,m,Under 30
0,1,0.648157347305351,m,Under 30
0,0,0.4710263280364063,m,30-39
0,0,0.46905774331523437,f,30-39
0,1,0.6029530869715011,m,30-39
1,0,0.21716720879776444,m,30-39
0,0,0.2634596060062584,m,30-39
0,1,0.5681035521738481,m,Under 30
0,0,0.41755083286278416,m,30-39
0,1,0.5487696650243427,f,Under 30
0,0,0.3157874985301743,m,Under 30
0,1,0.5592102719712101,m,30-39
0,0,0.3968986800308063,m,Under 30
0,0,0.0590047569433369,m,50+
1,1,0.7199680256369329,m,Under 30
0,0,0.4471118279259229,f,50+
0,0,0.3220769336925305,m,30-39
1,1,0.9163143651888163,f,40-49
0,0,0.18962264981145724,f,30-39
0,1,0.798494820818471,m,30-39
0,0,0.0753648776902357,m,30-39
0,0,0.31392245891884474,m,30-39
0,1,0.5213865143027259,m,50+
0,0,0.45830536699851737,m,30-39
0,0,0.12631622830428194,m,30-39
0,0,0.32311823046498495,m,40-49
0,0,0.27250915560718475,m,30-39
0,0,0.32020225638522354,m,30-39
0,1,0.6021948661797989,m,Under 30
0,0,0.32790320139309803,m,Under 30
0,0,0.17726308572367558,f,30-39
0,0,0.35899154753472,m,40-49
0,1,0.5910704429661259,m,30-39
0,0,0.29038287429603005,m,30-39
0,0,0.09962714612041,f,40-49
0,0,0.49204863503291607,m,Under 30
0,0,0.4106667892700399,f,40-49
0,0,0.18444597104952262,m,40-49
0,0,0.12744756585147562,m,30-39
0,1,0.6686435829970193,m,Under 30
0,0,0.19505847477338134,m,50+
0,0,0.24711594554591204,m,30-39
0,0,0.173613316661026,m,30-39
0,0,0.48164057641865904,m,40-49
0,0,0.15337569498881454,m,Under 30
0,0,0.1734989047857772,m,50+
0,0,0.34599508057227985,f,30-39
0,0,0.26951102924852577,m,30-39
0,0,0.10783755094869608,m,30-39
0,0,0.4022168073686328,m,40-49
0,0,0.25431396828552383,m,30-39
0,0,0.10517032640235717,f,30-39
0,0,0.3116776738410648,m,30-39
0,0,0.3652315402760254,f,40-49
0,0,0.13794340439894254,f,30-39
0,0,0.07299386739043864,m,30-39
0,1,0.6605919609686846,m,40-49
1,1,0.8845808736998253,f,30-39
0,0,0.15099733403411258,f,30-39
0,0,0.36546742452652786,m,Under 30
0,0,0.2822838206300907,m,30-39
0,1,0.6441044332607755,m,Under 30
0,1,0.6904888454663378,m,30-39
0,0,0.35423096773072965,f,Under 30
0,0,0.45315841576990784,m,30-39
0,0,0.31847603397065993,m,30-39
0,0,0.23192729291438785,m,30-39
1,1,0.6508745814927335,m,30-39
0,1,0.6925978808899723,m,Under 30
0,0,0.38245651087252,m,30-39
0,0,0.2652096345728583,f,Under 30
1,0,0.25352977075021044,f,Under 30
0,0,0.2837855598868944,m,30-39
0,0,0.26841395710009314,m,30-39
0,1,0.6453550815330135,m,Under 30
0,0,0.31716577400607765,m,Under 30
1,1,0.9984526191252133,m,40-49
0,0,0.14925917938419117,m,30-39
0,1,0.5324118524854159,f,30-39
0,0,0.449601154655735,m,50+
1,1,0.544682138291137,m,50+
0,0,0.38521779894324554,m,30-39
1,1,0.9979062720534492,m,30-39
0,1,0.546093825470251,f,30-39
0,0,0.2663920034007394,m,Under 30
0,0,0.3482736155110682,m,30-39
0,1,0.5462707839667663,m,Under 30
0,0,0.18812107864030567,m,30-39
0,0,0.11420466314701337,m,40-49
0,0,0.3778337432656296,m,50+
0,0,0.4211279072260414,f,Under 30
0,1,0.6031572065603273,m,30-39
0,1,0.5917353540392488,m,30-39
0,0,0.30626912229825315,m,30-39
0,0,0.16308859455923122,m,40-49
0,0,0.10133081060109607,m,30-39
0,1,0.5564798722818595,f,30-39
0,0,0.24612454340560685,f,Under 30
0,0,0.3876991252007467,m,50+
0,0,0.31142392705352706,f,30-39
0,0,0.09621476150967029,m,40-49
0,0,0.2296311409844388,m,30-39
0,0,0.1837868944258497,m,40-49
0,0,0.49691282413615095,m,Under 30
0,0,0.11711078269637296,m,30-39
0,0,0.19421148773220837,m,Under 30
1,1,0.9436295826497605,m,30-39
0,0,0.20162505906912612,m,50+
0,0,0.18632080200179632,m,50+
0,0,0.3457932932962097,f,30-39
0,0,0.4774308339932498,f,40-49
0,1,0.7244256068701272,m,30-39
0,0,0.1810385103844857,m,Under 30
0,1,0.6865854205973905,m,30-39
0,0,0.22469689532146367,m,30-39
0,1,0.628253884207597,m,30-39
0,0,0.2002595492212631,m,Under 30
0,0,0.12337296044457809,m,50+
1,1,0.8489845438795954,m,30-39
0,0,0.3121470318280379,m,30-39
0,1,0.6527555586532893,f,30-39
0,0,0.2420857030016525,f,40-49
0,0,0.39944333189448683,f,40-49
0,0,0.13804662881792157,m,30-39
0,1,0.5893081958895587,m,30-39
0,0,0.20657237034334727,f,40-49
0,0,0.3473871148945669,m,30-39
1,1,0.5250964270536522,f,30-39
0,1,0.7263771602864099,m,30-39
0,0,0.09790583334296536,m,30-39
0,0,0.3800681066666084,f,30-39
0,0,0.18757597149319785,f,30-39
0,0,0.2987556476735224,m,40-49
0,1,0.7698579104677097,m,30-39
0,1,0.5970895479680457,f,30-39
0,0,0.22450303395745183,m,30-39
1,1,0.7354632935485618,f,Under 30
0,0,0.2760248394376313,f,Under 30
0,0,0.3395048785542358,f,30-39
0,0,0.38597682459663873,m,Under 30
0,1,0.6971787766834742,m,30-39
0,0,0.39215686896051216,m,Under 30
0,0,0.26343244701804475,f,Under 30
0,0,0.06376018456804633,m,30-39
0,1,0.5691517000164553,m,Under 30
0,0,0.25083705756665875,m,50+
0,0,0.32132710343870446,m,40-49
0,0,0.3769967293486695,f,Under 30
0,0,0.22121136477539027,m,Under 30
0,1,0.5017566213369734,f,30-39
0,0,0.2327642227653881,m,40-49
0,1,0.8313117406859489,f,30-39
0,1,0.5993466503699234,m,Under 30
1,1,0.999622541198109,m,30-39
